,service_code,service_code_desc,add_date,resolution_date,service_due_date,service_order_date,priority,street_address,zipcode,ward
1179,S0261,Parking Enforcement,2023/03/21 00:26:14+00,2023/03/21 01:21:21+00,2023/03/22 00:26:14+00,2023/03/21 00:26:14+00,1,1420 E STREET NE,20002,6
1180,S0336,Out of State Parking Violation (ROSA),2023/03/21 00:29:25+00,2023/03/21 08:34:51+00,2023/05/03 00:29:25+00,2023/03/21 00:29:25+00,1,2201 14TH STREET NE,20018,5
1181,S0261,Parking Enforcement,2023/03/21 01:30:03+00,2023/03/21 01:50:22+00,2023/03/22 01:30:03+00,2023/03/21 01:30:03+00,1,300 HAMILTON STREET NE,20011,5
1182,S0261,Parking Enforcement,2023/03/21 01:33:41+00,2023/03/21 01:50:23+00,2023/03/22 01:33:41+00,2023/03/21 01:33:41+00,1,300 HAMILTON STREET NE,20011,5
1183,S0261,Parking Enforcement,2023/03/21 01:37:28+00,2023/03/21 01:50:23+00,2023/03/22 01:37:28+00,2023/03/21 01:37:28+00,1,300 HAMILTON STREET NE,20011,5
1184,S0336,Out of State Parking Violation (ROSA),2023/03/21 01:58:43+00,2023/03/21 05:01:43+00,2023/05/03 01:58:42+00,2023/03/21 01:58:43+00,1,1483 NEWTON STREET NW,20010,1
1185,S0336,Out of State Parking Violation (ROSA),2023/03/21 02:00:11+00,2023/03/21 05:32:23+00,2023/05/03 02:00:10+00,2023/03/21 02:00:11+00,1,5501 COLORADO AVENUE NW,20011,4
1186,S0336,Out of State Parking Violation (ROSA),2023/03/21 02:01:47+00,2023/03/21 05:33:13+00,2023/05/03 02:01:47+00,2023/03/21 02:01:47+00,1,1332 KENNEDY STREET NW,20011,4
1187,S0261,Parking Enforcement,2023/03/21 02:06:00+00,2023/03/21 03:40:21+00,2023/03/22 02:06:00+00,2023/03/21 02:06:00+00,1,350 GALLOWAY STREET NE,20011,5
1188,S0261,Parking Enforcement,2023/03/21 02:09:37+00,2023/03/21 03:40:21+00,2023/03/22 02:09:37+00,2023/03/21 02:09:37+00,1,350 GALLOWAY STREET NE,20011,5
1189,S0261,Parking Enforcement,2023/03/20 19:06:23+00,2023/03/20 21:38:26+00,2023/03/21 19:06:23+00,2023/03/20 19:06:23+00,1,2418 17TH STREET SE,20020,8
1190,S0261,Parking Enforcement,2023/03/20 19:07:57+00,2023/03/20 19:31:03+00,2023/03/21 19:07:57+00,2023/03/20 19:07:57+00,1,2102 8TH STREET NW,20001,1
1191,S0261,Parking Enforcement,2023/03/20 19:13:44+00,2023/03/20 21:14:26+00,2023/03/21 19:13:43+00,2023/03/20 19:13:44+00,1,2611 ADAMS MILL ROAD NW,20009,1
1192,S0261,Parking Enforcement,2023/03/20 19:46:04+00,2023/03/20 20:09:27+00,2023/03/21 19:46:04+00,2023/03/20 19:46:04+00,1,2146 QUEENS CHAPEL ROAD NE,20018,5
1193,S0261,Parking Enforcement,2023/03/20 19:50:41+00,2023/03/20 19:58:39+00,2023/03/21 19:50:40+00,2023/03/20 19:50:41+00,1,1240 MOUNT OLIVET ROAD NE,20002,5
1194,S0261,Parking Enforcement,2023/03/20 19:52:11+00,2023/03/20 20:03:33+00,2023/03/21 19:52:11+00,2023/03/20 19:52:11+00,1,335 H STREET NE,20002,6
1195,S0261,Parking Enforcement,2023/03/20 19:55:52+00,2023/03/20 20:48:03+00,2023/03/21 19:55:51+00,2023/03/20 19:55:52+00,1,247 15TH STREET SE,20003,6
1196,S0261,Parking Enforcement,2023/03/20 20:00:04+00,2023/03/20 21:30:19+00,2023/03/21 20:00:04+00,2023/03/20 20:00:04+00,1,4800 - 4825 BLOCK OF HAYES STREET NE,20019,7
1197,S0261,Parking Enforcement,2023/03/20 20:06:57+00,2023/03/21 01:01:45+00,2023/03/21 20:06:57+00,2023/03/20 20:06:57+00,1,1917 38TH STREET NW,20007,2
1198,S0261,Parking Enforcement,2023/03/20 20:09:34+00,2023/03/21 00:53:36+00,2023/03/21 20:09:34+00,2023/03/20 20:09:34+00,1,533 NEWTON PLACE NW,20010,1
1199,S0261,Parking Enforcement,2023/03/20 20:09:41+00,2023/03/20 20:27:43+00,2023/03/21 20:09:41+00,2023/03/20 20:09:41+00,1,100 RAOUL WALLENBERG PLACE SW,20024,2
1200,S0261,Parking Enforcement,2023/03/20 20:21:06+00,2023/03/20 20:55:30+00,2023/03/21 20:21:06+00,2023/03/20 20:21:06+00,1,1821 18TH STREET NW,20009,2
1201,S0261,Parking Enforcement,2023/03/20 21:01:15+00,2023/03/20 22:20:26+00,2023/03/21 21:01:15+00,2023/03/20 21:01:15+00,1,711 HARVARD STREET NW,20001,1
1202,S0261,Parking Enforcement,2023/03/20 21:15:13+00,2023/03/21 00:34:40+00,2023/03/21 21:15:13+00,2023/03/20 21:15:13+00,1,935 26TH STREET NW,20037,2
1203,S0261,Parking Enforcement,2023/03/20 21:15:32+00,2023/03/20 21:51:09+00,2023/03/21 21:15:32+00,2023/03/20 21:15:32+00,1,905 C STREET NE,20002,6
1204,S0336,Out of State Parking Violation (ROSA),2023/03/20 21:27:25+00,2023/03/21 05:31:36+00,2023/05/02 22:14:20+00,2023/03/20 21:27:25+00,1,300 - 399 BLOCK OF A STREET NE,20002,6
1205,S0261,Parking Enforcement,2023/03/20 21:31:11+00,2023/03/20 22:42:58+00,2023/03/21 21:31:11+00,2023/03/20 21:31:11+00,1,811 VERMONT AVENUE NW,20571,2
1206,S0261,Parking Enforcement,2023/03/20 21:39:23+00,2023/03/20 22:07:14+00,2023/03/21 21:39:23+00,2023/03/20 21:39:23+00,1,4501 VAN NESS STREET NW,20016,3
1207,S0261,Parking Enforcement,2023/03/20 21:42:33+00,2023/03/20 22:35:28+00,2023/03/21 21:42:33+00,2023/03/20 21:42:33+00,1,1629 COLUMBIA ROAD NW,20009,1
1208,S0261,Parking Enforcement,2023/03/20 21:43:16+00,2023/03/20 23:23:28+00,2023/03/21 21:43:16+00,2023/03/20 21:43:16+00,1,1401 NEW YORK AVENUE NW,20005,2
1209,S0261,Parking Enforcement,2023/03/20 22:00:29+00,2023/03/20 22:53:18+00,2023/03/21 22:00:29+00,2023/03/20 22:00:29+00,1,901 W STREET NW,20001,1
1210,S0261,Parking Enforcement,2023/03/20 22:05:27+00,2023/03/20 23:04:24+00,2023/03/21 22:05:27+00,2023/03/20 22:05:27+00,1,1638 NEW JERSEY AVENUE NW,20001,2
1211,S0261,Parking Enforcement,2023/03/20 22:44:14+00,2023/03/20 23:41:06+00,2023/03/21 22:44:14+00,2023/03/20 22:44:14+00,1,6612 14TH STREET NW,20012,4
1212,S0261,Parking Enforcement,2023/03/20 22:45:00+00,2023/03/20 22:47:04+00,2023/03/21 22:45:00+00,2023/03/20 22:45:00+00,1,WORLD WAR MEMORIAL (WORLD WAR I),20004,2
1213,S0261,Parking Enforcement,2023/03/20 22:46:36+00,2023/03/20 22:51:59+00,2023/03/21 22:46:36+00,2023/03/20 22:46:36+00,1,5363 HAYES STREET NE,20019,7
1214,S0261,Parking Enforcement,2023/03/20 22:53:59+00,2023/03/20 23:24:15+00,2023/03/21 22:53:59+00,2023/03/20 22:53:59+00,1,1206 NEWTON STREET NE,20017,5
1215,S0261,Parking Enforcement,2023/03/20 22:57:49+00,2023/03/21 01:03:22+00,2023/03/21 22:57:49+00,2023/03/20 22:57:49+00,1,331 I STREET SE,20003,8
1216,S0261,Parking Enforcement,2023/03/20 23:00:56+00,2023/03/21 00:00:26+00,2023/03/21 23:00:56+00,2023/03/20 23:00:56+00,1,38 U STREET NW,20001,5
1217,S0261,Parking Enforcement,2023/03/20 23:01:48+00,2023/03/21 00:35:31+00,2023/03/21 23:01:48+00,2023/03/20 23:01:48+00,1,15TH STREET NW AND M STREET NW,20005,2
1218,S0261,Parking Enforcement,2023/03/20 23:09:49+00,2023/03/21 00:49:00+00,2023/03/21 23:09:49+00,2023/03/20 23:09:49+00,1,1331 MARYLAND AVENUE SW,20024,6
1219,S0336,Out of State Parking Violation (ROSA),2023/03/20 23:11:53+00,2023/03/21 05:05:01+00,2023/05/02 23:11:53+00,2023/03/20 23:11:53+00,1,4509 BUTTERWORTH PLACE NW,20016,3
1220,S0261,Parking Enforcement,2023/03/20 23:18:12+00,2023/03/21 00:47:02+00,2023/03/21 23:18:12+00,2023/03/20 23:18:12+00,1,711 HARVARD STREET NW,20001,1
1221,S0261,Parking Enforcement,2023/03/20 23:22:51+00,2023/03/20 23:34:52+00,2023/03/21 23:22:51+00,2023/03/20 23:22:51+00,1,1109 D STREET SE,20003,6
1222,S0261,Parking Enforcement,2023/03/20 23:23:32+00,2023/03/21 00:29:46+00,2023/03/21 23:23:32+00,2023/03/20 23:23:32+00,1,1815 CONNECTICUT AVENUE NW,20009,1
1223,S0261,Parking Enforcement,2023/03/21 01:14:45+00,2023/03/21 01:49:19+00,2023/03/22 01:14:45+00,2023/03/21 01:14:45+00,1,151 Q STREET NE,20002,5
1224,S0261,Parking Enforcement,2023/03/21 02:16:59+00,2023/03/21 03:40:21+00,2023/03/22 02:16:59+00,2023/03/21 02:16:59+00,1,350 GALLOWAY STREET NE,20011,5
1225,S0261,Parking Enforcement,2023/03/21 02:11:34+00,2023/03/21 04:14:38+00,2023/03/22 02:11:34+00,2023/03/21 02:11:34+00,1,1501 CRITTENDEN STREET NW,20011,4
1226,S0261,Parking Enforcement,2023/03/21 02:13:19+00,2023/03/21 03:40:21+00,2023/03/22 02:13:19+00,2023/03/21 02:13:19+00,1,350 GALLOWAY STREET NE,20011,5
1227,S0261,Parking Enforcement,2023/03/21 02:13:52+00,2023/03/21 03:14:47+00,2023/03/22 02:13:52+00,2023/03/21 02:13:52+00,1,1401 NEW YORK AVENUE NE,20002,5
1228,S0336,Out of State Parking Violation (ROSA),2023/03/21 03:03:47+00,2023/03/21 05:02:55+00,2023/05/03 03:03:47+00,2023/03/21 03:03:47+00,1,120 INGRAHAM STREET NW,20011,4
1229,S0261,Parking Enforcement,2023/03/21 06:22:24+00,2023/03/21 07:19:11+00,2023/03/22 06:22:24+00,2023/03/21 06:22:24+00,1,307 K STREET NW,20001,6
1230,S0261,Parking Enforcement,2023/03/21 08:33:12+00,2023/03/21 14:15:49+00,2023/03/22 08:33:12+00,2023/03/21 08:33:12+00,1,905 6TH STREET SW,20024,6
1231,S0261,Parking Enforcement,2023/03/21 08:39:17+00,2023/03/21 12:39:05+00,2023/03/22 08:39:17+00,2023/03/21 08:39:17+00,1,1401 NEW YORK AVENUE NE,20002,5
1232,S0261,Parking Enforcement,2023/03/21 02:58:31+00,2023/03/21 04:26:33+00,2023/03/22 02:58:31+00,2023/03/21 02:58:31+00,1,122 INGRAHAM STREET NW,20011,4
1233,S0336,Out of State Parking Violation (ROSA),2023/03/21 04:57:33+00,2023/03/21 06:14:18+00,2023/05/03 04:57:33+00,2023/03/21 04:57:33+00,1,67 SHERIDAN STREET NE,20011,4
1234,S0336,Out of State Parking Violation (ROSA),2023/03/21 05:17:15+00,2023/03/21 06:42:06+00,2023/05/03 05:17:15+00,2023/03/21 05:17:15+00,1,846 48TH STREET NE,20019,7
1235,S0261,Parking Enforcement,2023/03/21 09:53:00+00,2023/03/21 11:38:32+00,2023/03/22 09:53:00+00,2023/03/21 09:53:00+00,1,955 LONGFELLOW STREET NW,20011,4
1236,S0261,Parking Enforcement,2023/03/21 11:23:06+00,2023/03/21 15:03:00+00,2023/03/22 11:23:06+00,2023/03/21 11:23:06+00,1,2601 16TH STREET NW,20009,1
1237,S0261,Parking Enforcement,2023/03/21 11:26:46+00,2023/03/21 12:44:23+00,2023/03/22 11:26:46+00,2023/03/21 11:26:46+00,1,1000 COLUMBIA ROAD NW,20001,1
1238,S0261,Parking Enforcement,2023/03/21 11:26:50+00,2023/03/21 13:04:29+00,2023/03/22 11:26:50+00,2023/03/21 11:26:50+00,1,2900 17TH STREET NE,20018,5
1239,S0261,Parking Enforcement,2023/03/21 11:28:12+00,2023/03/21 12:16:09+00,2023/03/22 11:28:12+00,2023/03/21 11:28:12+00,1,1014 COLUMBIA ROAD NW,20001,1
1240,S0261,Parking Enforcement,2023/03/21 11:59:25+00,2023/03/21 13:45:23+00,2023/03/22 11:59:25+00,2023/03/21 11:59:25+00,1,625 PARK ROAD NW,20010,1
1241,S0261,Parking Enforcement,2023/03/21 12:06:40+00,2023/03/21 14:17:37+00,2023/03/22 12:06:40+00,2023/03/21 12:06:40+00,1,600 - 799 BLOCK OF ATLANTIC STREET SE,20032,8
1242,S0261,Parking Enforcement,2023/03/21 10:00:03+00,2023/03/21 11:52:53+00,2023/03/22 10:00:03+00,2023/03/21 10:00:03+00,1,1516 3RD STREET NW,20001,5
1243,S0261,Parking Enforcement,2023/03/21 10:08:12+00,2023/03/21 10:42:06+00,2023/03/22 10:08:12+00,2023/03/21 10:08:12+00,1,1725 15TH STREET NE,20002,5
1244,S0261,Parking Enforcement,2023/03/21 10:09:54+00,2023/03/21 10:42:07+00,2023/03/22 10:09:53+00,2023/03/21 10:09:54+00,1,1725 15TH STREET NE,20002,5
1245,S0261,Parking Enforcement,2023/03/21 10:26:28+00,2023/03/21 12:38:00+00,2023/03/22 10:26:28+00,2023/03/21 10:26:28+00,1,405 34TH STREET SE,20019,7
1246,S0261,Parking Enforcement,2023/03/21 10:57:16+00,2023/03/21 11:10:21+00,2023/03/22 10:57:16+00,2023/03/21 10:57:16+00,1,2131 9TH STREET NW,20001,1
1247,S0261,Parking Enforcement,2023/03/21 11:01:08+00,2023/03/21 12:16:57+00,2023/03/22 11:01:08+00,2023/03/21 11:01:08+00,1,3221 HIATT PLACE NW,20010,1
1248,S0261,Parking Enforcement,2023/03/21 11:06:24+00,2023/03/21 12:00:07+00,2023/03/22 11:06:24+00,2023/03/21 11:06:24+00,1,1412 I STREET NW,20005,2
1249,S0261,Parking Enforcement,2023/03/21 11:10:02+00,2023/03/21 11:33:05+00,2023/03/22 11:10:02+00,2023/03/21 11:10:02+00,1,3700 MASSACHUSETTS AVENUE NW,20016,3
1250,S0261,Parking Enforcement,2023/03/21 11:36:51+00,2023/03/21 15:38:23+00,2023/03/22 11:36:51+00,2023/03/21 11:36:51+00,1,1723 CHURCH STREET NW,20036,2
1251,S0261,Parking Enforcement,2023/03/21 11:37:27+00,2023/03/21 12:37:41+00,2023/03/22 11:37:27+00,2023/03/21 11:37:27+00,1,719 A STREET SE,20003,6
1252,S0261,Parking Enforcement,2023/03/21 11:41:44+00,2023/03/21 14:48:10+00,2023/03/22 11:41:44+00,2023/03/21 11:41:44+00,1,2701 - 2899 BLOCK OF HARTFORD STREET SE,20020,8
1253,S0261,Parking Enforcement,2023/03/21 11:48:12+00,2023/03/21 12:36:05+00,2023/03/22 11:48:12+00,2023/03/21 11:48:12+00,1,1350 NICHOLSON STREET NW,20011,4
1254,S0261,Parking Enforcement,2023/03/21 12:20:07+00,2023/03/22 15:27:05+00,2023/03/22 12:20:07+00,2023/03/21 12:20:07+00,1,124 RUMSEY COURT SE,20003,6
1255,S0261,Parking Enforcement,2023/03/21 12:22:18+00,2023/03/21 13:36:37+00,2023/03/22 12:22:18+00,2023/03/21 12:22:18+00,1,610 14TH PLACE NE,20002,6
1256,S0261,Parking Enforcement,2023/03/21 12:27:19+00,2023/03/22 16:38:36+00,2023/03/22 12:27:19+00,2023/03/21 12:27:19+00,1,645 14TH STREET NE,20002,6
1257,S0261,Parking Enforcement,2023/03/21 14:29:33+00,2023/03/21 15:53:05+00,2023/03/22 14:29:33+00,2023/03/21 14:29:33+00,1,900 - 1099 BLOCK OF COLUMBIA ROAD NW,20001,1
1258,S0261,Parking Enforcement,2023/03/21 14:31:27+00,2023/03/21 15:35:17+00,2023/03/22 14:31:27+00,2023/03/21 14:31:27+00,1,1400 - 1599 BLOCK OF NEWTON STREET NW,20010,1
1259,S0261,Parking Enforcement,2023/03/21 14:33:39+00,2023/03/21 16:11:19+00,2023/03/22 14:33:39+00,2023/03/21 14:33:39+00,1,711 HARVARD STREET NW,20001,1
1260,S0261,Parking Enforcement,2023/03/21 14:33:43+00,2023/03/21 17:36:00+00,2023/03/22 14:33:43+00,2023/03/21 14:33:43+00,1,1390 KENYON STREET NW,20010,1
1261,S0261,Parking Enforcement,2023/03/21 14:34:18+00,2023/03/21 17:18:50+00,2023/03/22 14:34:18+00,2023/03/21 14:34:18+00,1,4520 FORT TOTTEN DRIVE NE,20011,5
1262,S0261,Parking Enforcement,2023/03/21 14:36:36+00,2023/03/21 17:19:30+00,2023/03/22 14:36:36+00,2023/03/21 14:36:36+00,1,8TH STREET NE AND JACKSON STREET NE,20017,5
1263,S0261,Parking Enforcement,2023/03/21 14:37:21+00,2023/03/21 15:00:18+00,2023/03/22 14:37:21+00,2023/03/21 14:37:21+00,1,1999 K STREET NW,20006,2
1264,S0261,Parking Enforcement,2023/03/21 14:37:39+00,2023/03/21 15:36:12+00,2023/03/22 14:37:39+00,2023/03/21 14:37:39+00,1,151 Q STREET NE,20002,5
1265,S0261,Parking Enforcement,2023/03/21 14:39:01+00,2023/03/21 14:42:53+00,2023/03/22 14:39:01+00,2023/03/21 14:39:01+00,1,2300 - 2399 BLOCK OF BANCROFT PLACE NW,20008,2
1266,S0261,Parking Enforcement,2023/03/21 14:39:31+00,2023/03/21 15:36:51+00,2023/03/22 14:39:31+00,2023/03/21 14:39:31+00,1,2110 10TH STREET NW,20001,1
1267,S0261,Parking Enforcement,2023/03/21 14:40:36+00,2023/03/21 16:48:07+00,2023/03/22 14:40:36+00,2023/03/21 14:40:36+00,1,2034 20TH STREET NW,20009,1
1268,S0261,Parking Enforcement,2023/03/21 14:41:35+00,2023/03/21 15:21:31+00,2023/03/22 14:41:35+00,2023/03/21 14:41:35+00,1,1418 PERRY PLACE NW,20010,1
1269,S0261,Parking Enforcement,2023/03/21 14:42:33+00,2023/03/21 15:12:06+00,2023/03/22 14:42:33+00,2023/03/21 14:42:33+00,1,1213 TALBERT STREET SE,20020,8
1270,S0261,Parking Enforcement,2023/03/21 15:17:43+00,2023/03/21 16:44:44+00,2023/03/22 15:17:43+00,2023/03/21 15:17:43+00,1,4000 MASSACHUSETTS AVENUE NW,20016,3
1271,S0336,Out of State Parking Violation (ROSA),2023/03/21 15:19:49+00,2023/03/22 05:51:07+00,2023/05/03 15:19:49+00,2023/03/21 15:19:49+00,1,1008 TANNER PLACE SE,20032,8
1272,S0261,Parking Enforcement,2023/03/21 15:23:02+00,2023/03/21 15:58:16+00,2023/03/22 15:23:02+00,2023/03/21 15:23:02+00,1,600 - 699 BLOCK OF 19TH STREET NW,20006,2
1273,S0261,Parking Enforcement,2023/03/21 15:46:52+00,2023/03/21 16:27:20+00,2023/03/22 15:46:52+00,2023/03/21 15:46:52+00,1,3003 VAN NESS STREET NW,20008,3
1274,S0261,Parking Enforcement,2023/03/21 15:50:05+00,2023/03/21 16:36:32+00,2023/03/22 15:50:05+00,2023/03/21 15:50:05+00,1,1214 DUNCAN PLACE NE,20002,6
1275,S0261,Parking Enforcement,2023/03/21 15:52:09+00,2023/03/21 16:33:11+00,2023/03/22 15:52:09+00,2023/03/21 15:52:09+00,1,2737 DEVONSHIRE PLACE NW,20008,3
1276,S0261,Parking Enforcement,2023/03/21 15:52:13+00,2023/03/21 16:39:50+00,2023/03/22 15:52:13+00,2023/03/21 15:52:13+00,1,1658 PARK ROAD NW,20010,1
1277,S0261,Parking Enforcement,2023/03/21 15:53:50+00,2023/03/21 16:36:32+00,2023/03/22 15:53:50+00,2023/03/21 15:53:50+00,1,1214 DUNCAN PLACE NE,20002,6
1278,S0261,Parking Enforcement,2023/03/21 16:24:16+00,2023/03/21 17:14:20+00,2023/03/22 16:24:16+00,2023/03/21 16:24:16+00,1,2140 L STREET NW,20037,2
1279,S0261,Parking Enforcement,2023/03/21 16:25:55+00,2023/03/21 17:05:58+00,2023/03/22 16:25:55+00,2023/03/21 16:25:55+00,1,1611 WISCONSIN AVENUE NW,20007,2
1280,S0261,Parking Enforcement,2023/03/21 16:28:50+00,2023/03/21 17:06:40+00,2023/03/22 16:28:50+00,2023/03/21 16:28:50+00,1,800 SOUTHERN AVENUE SE,20032,8
1281,S0261,Parking Enforcement,2023/03/21 16:49:10+00,2023/03/21 17:26:55+00,2023/03/22 16:49:10+00,2023/03/21 16:49:10+00,1,1401 CONSTITUTION AVENUE NW,20230,2
1282,S0261,Parking Enforcement,2023/03/21 16:51:04+00,2023/03/21 17:34:47+00,2023/03/22 16:51:04+00,2023/03/21 16:51:04+00,1,5021 ASTOR PLACE SE,20019,7
1283,S0261,Parking Enforcement,2023/03/21 16:51:05+00,2023/03/21 17:40:59+00,2023/03/22 16:51:04+00,2023/03/21 16:51:05+00,1,1816 C STREET NE,20002,7
1284,S0261,Parking Enforcement,2023/03/21 16:52:34+00,2023/03/21 17:21:15+00,2023/03/22 16:52:34+00,2023/03/21 16:52:34+00,1,5029 B STREET SE,20019,7
1285,S0261,Parking Enforcement,2023/03/21 16:53:30+00,2023/03/21 17:38:17+00,2023/03/22 16:53:30+00,2023/03/21 16:53:30+00,1,2900 - 2999 BLOCK OF 11TH STREET NW,20009,1
1286,S0261,Parking Enforcement,2023/03/21 16:55:39+00,2023/03/21 17:28:03+00,2023/03/22 16:55:39+00,2023/03/21 16:55:39+00,1,323 18TH PLACE NE,20002,7
1287,S0261,Parking Enforcement,2023/03/21 16:44:08+00,2023/03/22 15:46:33+00,2023/03/22 16:44:08+00,2023/03/21 16:44:08+00,1,3628 CONNECTICUT AVENUE NW,20008,3
1288,S0261,Parking Enforcement,2023/03/21 16:44:42+00,2023/03/21 17:15:48+00,2023/03/22 16:44:42+00,2023/03/21 16:44:42+00,1,1099 22ND STREET NW,20037,2
1289,S0261,Parking Enforcement,2023/03/21 16:45:01+00,2023/03/21 17:09:17+00,2023/03/22 16:45:01+00,2023/03/21 16:45:01+00,1,4452 B STREET SE,20019,7
1290,S0336,Out of State Parking Violation (ROSA),2023/03/21 17:00:31+00,2023/03/22 05:39:39+00,2023/05/03 17:00:31+00,2023/03/21 17:00:31+00,1,315 18TH PLACE NE,20002,7
1291,S0261,Parking Enforcement,2023/03/21 17:00:37+00,2023/03/21 17:15:28+00,2023/03/22 17:00:37+00,2023/03/21 17:00:37+00,1,9TH STREET NW AND TEWKESBURY PLACE NW,20012,4
1292,S0336,Out of State Parking Violation (ROSA),2023/03/21 17:04:20+00,2023/03/22 05:40:10+00,2023/05/03 17:04:19+00,2023/03/21 17:04:20+00,1,323 18TH PLACE NE,20002,7
1293,S0261,Parking Enforcement,2023/03/21 17:05:27+00,2023/03/21 17:27:16+00,2023/03/22 17:05:27+00,2023/03/21 17:05:27+00,1,225 I STREET NE,20002,6
1294,S0261,Parking Enforcement,2023/03/21 17:05:29+00,2023/03/21 17:33:26+00,2023/03/22 17:05:29+00,2023/03/21 17:05:29+00,1,225 7TH STREET SE,20003,6
1295,S0261,Parking Enforcement,2023/03/21 17:06:44+00,2023/03/22 15:51:26+00,2023/03/22 17:06:44+00,2023/03/21 17:06:44+00,1,316 11TH STREET NE,20002,6
1296,S0261,Parking Enforcement,2023/03/21 17:07:37+00,2023/03/21 17:12:22+00,2023/03/22 17:07:37+00,2023/03/21 17:07:37+00,1,315 18TH PLACE NE,20002,7
1297,S0261,Parking Enforcement,2023/03/21 17:12:17+00,2023/03/21 17:39:20+00,2023/03/22 17:12:17+00,2023/03/21 17:12:17+00,1,1516 EAST CAPITOL STREET NE,20003,7
1298,S0261,Parking Enforcement,2023/03/21 17:13:53+00,2023/03/21 20:11:40+00,2023/03/22 17:13:53+00,2023/03/21 17:13:53+00,1,130 M STREET NE,20002,6
1299,S0261,Parking Enforcement,2023/03/21 18:11:15+00,2023/03/22 00:21:16+00,2023/03/22 18:11:15+00,2023/03/21 18:11:15+00,1,623 FLORIDA AVENUE NW,20001,1
1300,S0261,Parking Enforcement,2023/03/21 18:11:27+00,2023/03/21 22:19:03+00,2023/03/22 18:11:27+00,2023/03/21 18:11:27+00,1,210 MALCOLM X AVENUE SE,20032,8
1301,S0261,Parking Enforcement,2023/03/21 18:30:50+00,2023/03/21 22:18:11+00,2023/03/22 18:30:50+00,2023/03/21 18:30:50+00,1,1602 U STREET SE,20020,8
1302,S0261,Parking Enforcement,2023/03/21 18:37:33+00,2023/03/21 22:17:38+00,2023/03/22 18:37:33+00,2023/03/21 18:37:33+00,1,70 N STREET SE,20003,8
1303,S0261,Parking Enforcement,2023/03/21 19:00:10+00,2023/03/21 19:51:58+00,2023/03/22 19:00:09+00,2023/03/21 19:00:10+00,1,1331 4TH STREET NE,20002,5
1304,S0261,Parking Enforcement,2023/03/21 19:00:37+00,2023/03/21 20:09:51+00,2023/03/22 19:00:37+00,2023/03/21 19:00:37+00,1,51 U STREET NW,20001,5
1305,S0261,Parking Enforcement,2023/03/21 19:01:13+00,2023/03/21 21:07:42+00,2023/03/22 19:01:13+00,2023/03/21 19:01:13+00,1,36TH STREET SE AND CROFFUT PLACE SE,20019,7
1306,S0336,Out of State Parking Violation (ROSA),2023/03/21 12:06:49+00,2023/03/22 06:01:06+00,2023/05/03 12:06:49+00,2023/03/21 12:06:49+00,1,3240 HIATT PLACE NW,20010,1
1307,S0261,Parking Enforcement,2023/03/21 12:07:11+00,2023/03/21 13:21:07+00,2023/03/22 12:07:11+00,2023/03/21 12:07:11+00,1,601 EAST CAPITOL STREET SE,20003,6
1308,S0261,Parking Enforcement,2023/03/21 12:11:40+00,2023/03/21 13:31:36+00,2023/03/22 12:11:40+00,2023/03/21 12:11:40+00,1,900 MAINE AVENUE SW,20024,6
1309,S0261,Parking Enforcement,2023/03/21 12:12:58+00,2023/03/21 14:20:58+00,2023/03/22 12:12:58+00,2023/03/21 12:12:58+00,1,400 - 599 BLOCK OF BRANDYWINE STREET SE,20032,8
1310,S0261,Parking Enforcement,2023/03/21 12:13:27+00,2023/03/21 13:15:03+00,2023/03/22 12:13:27+00,2023/03/21 12:13:27+00,1,3546 WARDER STREET NW,20010,1
1311,S0261,Parking Enforcement,2023/03/21 12:30:10+00,2023/03/21 14:25:19+00,2023/03/22 12:30:10+00,2023/03/21 12:30:10+00,1,949 1ST STREET SE,20003,6
1312,S0336,Out of State Parking Violation (ROSA),2023/03/21 12:30:46+00,2023/03/22 06:01:44+00,2023/05/03 12:30:45+00,2023/03/21 12:30:46+00,1,3237 HIATT PLACE NW,20010,1
1313,S0261,Parking Enforcement,2023/03/21 12:31:28+00,2023/03/21 15:18:56+00,2023/03/22 12:31:28+00,2023/03/21 12:31:28+00,1,1614 GOOD HOPE ROAD SE,20020,8
1314,S0261,Parking Enforcement,2023/03/21 12:33:49+00,2023/03/21 13:15:05+00,2023/03/22 12:33:49+00,2023/03/21 12:33:49+00,1,2160 QUEENS CHAPEL ROAD NE,20018,5
1315,S0261,Parking Enforcement,2023/03/21 12:37:00+00,2023/03/21 15:20:31+00,2023/03/22 12:37:00+00,2023/03/21 12:37:00+00,1,1763 LANIER PLACE NW,20009,1
1316,S0261,Parking Enforcement,2023/03/21 12:49:14+00,2023/03/21 14:19:53+00,2023/03/22 12:49:14+00,2023/03/21 12:49:14+00,1,1720 MASSACHUSETTS AVENUE NW,20036,2
1317,S0261,Parking Enforcement,2023/03/21 12:50:47+00,2023/03/21 12:55:30+00,2023/03/22 12:50:47+00,2023/03/21 12:50:47+00,1,3028 SHERMAN AVENUE NW,20001,1
1318,S0261,Parking Enforcement,2023/03/21 12:53:30+00,2023/03/21 14:00:17+00,2023/03/22 12:53:30+00,2023/03/21 12:53:30+00,1,42 RIDGE SQUARE NW,20016,3
1319,S0261,Parking Enforcement,2023/03/21 12:54:39+00,2023/03/21 15:29:43+00,2023/03/22 12:54:39+00,2023/03/21 12:54:39+00,1,2420 14TH STREET NW,20009,1
