X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD,DETAILS,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-76.9686555866087,38.8546877330016,10741232,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 17:11:33+00,2023/03/28 13:51:05+00,2023/04/10 17:11:33+00,2023/03/22 17:11:33+00,,,,Closed,,23-00137888,Standard,2820 HARTFORD STREET SE,402720.86,131874.9,38.85467995,-76.96865332,WASHINGTON,DC,20020,44306,8,,,{F7815691-EC56-6303-E053-782F520A8D3B},,,,
-76.9276540447198,38.8985667379068,10741243,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 17:34:05+00,2023/03/24 17:06:07+00,2023/04/10 17:34:05+00,2023/03/22 17:34:05+00,,,,Closed,,23-00137966,Standard,700 51ST STREET NE,406275.89,136747.82,38.89855928,-76.92765178,WASHINGTON,DC,20019,254,7,,,{F781C1DA-FFEB-4410-E053-782F520AB98D},,,,
-76.9924441204674,38.8950075280517,10741338,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 18:46:36+00,2023/03/28 16:09:13+00,2023/04/10 18:46:36+00,2023/03/22 18:46:36+00,,,,Closed,,23-00138223,Standard,405 10TH STREET NE,400655.67,136350.26,38.89500007,-76.99244184,WASHINGTON,DC,20002,27303,6,,,{F782CE12-C499-747E-E053-782F520ADB4C},,,,
-77.0328860962603,38.9117112997497,10741340,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 18:47:40+00,2023/03/28 15:21:38+00,2023/04/10 18:47:40+00,2023/03/22 18:47:40+00,,,,Closed,,23-00138227,Standard,1418 CORCORAN STREET NW,397148,138205,38.91170384,-77.0328838,WASHINGTON,DC,20009,240176,2,,,{F782CE12-C49B-747E-E053-782F520ADB4C},,,,
-76.9792271006079,38.9264980114666,10741341,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 18:48:42+00,2023/04/04 19:09:05+00,2023/04/10 18:48:42+00,2023/03/22 18:48:42+00,,,,Closed,,23-00138230,Standard,1721 GIRARD STREET NE,401801.45,139846.14,38.92649055,-76.97922482,WASHINGTON,DC,20018,57194,5,,,{F782CE12-C49C-747E-E053-782F520ADB4C},,,,
-77.0003130364026,38.8892973642983,10741390,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 17:19:50+00,2023/03/23 16:51:05+00,2023/04/10 17:19:50+00,2023/03/22 17:19:50+00,,,,Closed,,23-00137920,Standard,8 4TH STREET SE,399973.04,135716.36,38.88928958,-77.00031075,WASHINGTON,DC,20003,79499,6,,,{F7818C34-992B-1B94-E053-792F520A530F},,,,
-76.9546366133668,38.886812846606,10741425,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 19:02:02+00,2023/04/07 15:30:21+00,2023/04/10 19:02:02+00,2023/03/22 19:02:02+00,,,,Closed (Duplicate),,23-00138266,Standard,36TH STREET SE AND CROFFUT PLACE SE,403935.9200016,135441.53700141,38.88680506,-76.95463434,WASHINGTON,DC,20019,904188,7,,,{F78303B6-DC7D-6222-E053-792F520AC41F},,,,
-77.0231908845687,38.9701497851117,10741503,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 20:56:26+00,2023/03/29 17:06:05+00,2023/04/10 20:56:26+00,2023/03/22 20:56:26+00,,,,Closed,,23-00138614,Standard,713 VAN BUREN STREET NW,397990.51,144691.93,38.97014232,-77.02318859,WASHINGTON,DC,20012,250786,4,,,{F7847B38-B198-73EC-E053-792F520A036A},,,,
-76.9834834773284,38.8648831722072,10741527,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 22:02:39+00,2023/03/23 14:21:08+00,2023/04/10 22:02:39+00,2023/03/22 22:02:39+00,,,,Closed,,23-00138745,Standard,1500 V STREET SE,401433.61,133006.33,38.86487572,-76.9834812,WASHINGTON,DC,20020,62574,8,,,{F785876D-62CF-1338-E053-792F520ACBB6},,,,
-77.0188063593446,38.9326988276439,10741541,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 22:15:23+00,2023/03/28 12:22:51+00,2023/04/10 22:15:23+00,2023/03/22 22:15:23+00,,,,Closed,,23-00138762,Standard,PARK ROAD NW AND PARK PLACE NW,398369.61001243,140534.44702215,38.93269103,-77.01880407,WASHINGTON,DC,20010,902038,Null,,,{F785BD16-CFBF-54A0-E053-792F520ACE41},,,,
-77.0152714544855,38.9520449421125,10741606,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 01:13:07+00,2023/04/12 14:51:13+00,2023/04/11 01:13:07+00,2023/03/23 01:13:07+00,,,,Closed,,23-00138908,Standard,250 GALLATIN STREET NW,398676.46,142681.98,38.95203748,-77.01526916,WASHINGTON,DC,20011,244618,4,,,{F7880B2D-230F-6CB4-E053-792F520AD979},,,,
-77.0247450479856,38.954914886975,10741665,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 18:50:33+00,2023/04/03 15:51:25+00,2023/04/10 18:50:33+00,2023/03/22 18:50:33+00,,,,Closed,,23-00138235,Standard,812 JEFFERSON STREET NW,397855.37,143000.75,38.95490709,-77.02474275,WASHINGTON,DC,20011,254711,4,,,{F782CE12-C4A0-747E-E053-782F520ADB4C},,,,
-76.9563388461068,38.8848257323104,10741693,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 20:05:24+00,2023/03/30 14:57:09+00,2023/04/10 20:05:24+00,2023/03/22 20:05:24+00,,,,Closed,,23-00138475,Standard,3449 MINNESOTA AVENUE SE,403788.34,135220.88,38.88481828,-76.95633658,WASHINGTON,DC,20019,34363,7,,,{F783DA4A-1707-5D51-E053-782F520A56D9},,,,
-77.0239220204684,38.9714961894514,10741743,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 20:28:21+00,2023/03/29 17:36:05+00,2023/04/10 20:28:21+00,2023/03/22 20:28:21+00,,,,Closed,,23-00138556,Standard,6701 PINEY BRANCH ROAD NW,397927.19,144841.41,38.97148872,-77.02391973,WASHINGTON,DC,20012,250844,4,,,{F7840FEE-58AC-2DDF-E053-782F520A763A},,,,
-76.9210460092369,38.893960172883,10741747,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 21:00:15+00,2023/04/14 13:12:23+00,2023/04/10 21:00:15+00,2023/03/22 21:00:15+00,,,,Closed,,23-00138630,Standard,328 56TH STREET NE,406849.55,136236.93,38.89395272,-76.92104375,WASHINGTON,DC,20019,287797,7,,,{F784B0E9-32D6-4741-E053-782F520AE1D2},,,,
-76.974429742917,38.918993307286,10741762,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 21:14:00+00,,2023/04/10 21:14:00+00,2023/03/22 21:14:00+00,,,,Open,,23-00138659,Standard,2215 ADAMS PLACE NE,402217.67,139013.16,38.91898551,-76.97442747,WASHINGTON,DC,20018,50269,5,,,{F784B0E9-32E5-4741-E053-782F520AE1D2},,,,
-77.0400433197342,38.9286146348792,10741770,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 21:20:25+00,2023/03/27 16:24:05+00,2023/04/10 21:20:25+00,2023/03/22 21:20:25+00,,,,Closed (Duplicate),,23-00138677,Standard,1722 IRVING STREET NW,396528.08,140081.66,38.92860718,-77.04004102,WASHINGTON,DC,20010,236111,1,,,{F784E681-D2C7-73DA-E053-782F520A0DBA},,,,
-76.9758363635578,38.8651078613909,10741778,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 21:28:53+00,2023/03/28 12:39:00+00,2023/04/10 21:28:53+00,2023/03/22 21:28:53+00,,,,Closed,,23-00138686,Standard,2209 U PLACE SE,402097.27,133031.42,38.86510041,-76.97583409,WASHINGTON,DC,20020,50510,8,,,{F784E681-D2CF-73DA-E053-782F520A0DBA},,,,
-76.9792979057348,38.8994187308761,10741805,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/22 22:46:53+00,2023/04/04 18:06:04+00,2023/04/10 22:46:53+00,2023/03/22 22:46:53+00,,,,Closed,,23-00138793,Standard,17TH STREET NE AND BENNING ROAD NE,401795.99187161,136840.11543471,38.89941095,-76.97929563,WASHINGTON,DC,20002,902682,Null,,,{F7862862-1179-3644-E053-782F520A2128},,,,
-76.9900313489535,38.8395370994676,10741992,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 03:25:56+00,2023/03/30 16:54:05+00,2023/04/11 03:25:56+00,2023/03/23 03:25:56+00,,,,Closed,,23-00138969,Standard,1000 - 1299 BLOCK OF MISSISSIPPI AVENUE SE,400865.64959875,130192.65420525,38.83952932,-76.99002908,WASHINGTON,DC,20032,805416,8,,,{F789EDEC-0ECE-3DAE-E053-792F520A0F58},,,,
-77.0328179437514,38.8926472025873,10742311,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 11:07:44+00,2023/03/28 16:45:05+00,2023/04/11 11:07:44+00,2023/03/23 11:07:44+00,,,,Closed,,23-00139026,Standard,1401 CONSTITUTION AVENUE NW,397153.15,136088.73,38.89263975,-77.03281565,WASHINGTON,DC,20230,301066,2,,,{F7906CE8-76B0-1729-E053-782F520A772E},,,,
-77.0240990936562,38.95220479373,10742629,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 11:15:04+00,2023/04/14 16:15:05+00,2023/04/11 11:15:03+00,2023/03/23 11:15:04+00,,,,Closed,,23-00139027,Standard,5104 8TH STREET NW,397911.28,142699.89,38.95219733,-77.0240968,WASHINGTON,DC,20011,251788,4,,,{F790A295-F61D-39DE-E053-792F520A32FB},,,,
-77.0061863697539,38.9653038641593,10742638,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 11:24:32+00,2023/03/29 15:45:05+00,2023/04/11 11:24:32+00,2023/03/23 11:24:32+00,,,,Closed,,23-00139037,Standard,103 RITTENHOUSE STREET NE,399464.06,144153.75,38.96529606,-77.00618408,WASHINGTON,DC,20011,75141,4,,,{F790A295-F626-39DE-E053-792F520A32FB},,,,
-76.982218307404,38.8870722030395,10742663,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 12:03:04+00,2023/04/03 17:06:22+00,2023/04/11 12:03:03+00,2023/03/23 12:03:04+00,,,,Closed,,23-00139088,Standard,200 - 229 BLOCK OF 16TH STREET SE,401542.92999999,135469.500007,38.88706442,-76.98221603,WASHINGTON,DC,20003,804920,7,,,{F791437C-2B8C-680D-E053-792F520AFDDC},,,,
-76.9208464456239,38.8868159428219,10742712,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 13:44:31+00,2023/03/27 16:48:14+00,2023/04/11 13:44:31+00,2023/03/23 13:44:31+00,,,,Closed,,23-00139413,Standard,128 56TH STREET SE,406867.55,135443.88,38.88680849,-76.92084419,WASHINGTON,DC,20019,69009,7,,,{F792BAFF-AFC0-7E25-E053-792F520AD90E},,,,
-76.9233112000056,38.8858324300557,10742798,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 14:33:51+00,2023/03/28 14:12:05+00,2023/04/11 14:33:51+00,2023/03/23 14:33:51+00,,,,Closed,,23-00139580,Standard,5400 BASS PLACE SE,406653.8,135334.52,38.88582498,-76.92330894,WASHINGTON,DC,20019,9408,7,,,{F7935BF0-2621-620D-E053-792F520A4BA2},,,,
-77.0278750125577,38.978695476511,10742871,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 15:13:38+00,2023/03/29 18:15:05+00,2023/04/11 15:13:38+00,2023/03/23 15:13:38+00,,,,Closed,,23-00139724,Standard,FLORAL STREET NW AND 12TH STREET NW,397584.8799957,145640.69701088,38.97868767,-77.02787272,WASHINGTON,DC,20012,906821,4,,,{F793C738-6384-2648-E053-792F520A288D},,,,
-76.9954686621931,38.8298711435364,10742872,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 15:13:40+00,2023/03/23 17:12:05+00,2023/04/11 15:13:40+00,2023/03/23 15:13:40+00,,,,Closed,,23-00139725,Standard,713 BRANDYWINE STREET SE,400393.65,129119.63,38.8298637,-76.99546638,WASHINGTON,DC,20032,77125,8,,,{F793FCDE-85F6-1F21-E053-792F520A5D95},,,,
-76.9786176786938,38.898572137615,10742938,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 16:17:03+00,2023/03/29 16:57:06+00,2023/04/11 16:17:03+00,2023/03/23 16:17:03+00,,,,Closed,,23-00139945,Standard,1700 - 1799 BLOCK OF GALES PLACE NE,401855.02,136746.15000701,38.89856435,-76.9786154,WASHINGTON,DC,20002,803883,7,,,{F794D371-EFA0-016E-E053-792F520A3CD9},,,,
-76.9835321824714,38.8435595013542,10743049,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 13:16:52+00,2023/03/27 13:51:05+00,2023/04/11 13:16:52+00,2023/03/23 13:16:52+00,,,,Closed,,23-00139313,Standard,3417 15TH STREET SE,401429.81,130639.25,38.84355206,-76.98352991,WASHINGTON,DC,20032,34785,8,,,{F7924FB5-C2A1-5E98-E053-782F520A166B},,,,
-76.9830159987695,38.9230351047079,10743128,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 15:57:50+00,,2023/04/11 15:57:50+00,2023/03/23 15:57:50+00,,,,Open,,23-00139890,Standard,1494 DOUGLAS STREET NE,401472.98,139461.66,38.92302765,-76.98301372,WASHINGTON,DC,20018,62655,5,,,{F7946826-9CF4-27B6-E053-782F520A2D54},,,,
-76.9775314413313,38.9394325440272,10743139,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 16:05:58+00,2023/04/04 17:06:04+00,2023/04/11 16:05:58+00,2023/03/23 16:05:58+00,,,,Closed,,23-00139916,Standard,1915 SHEPHERD STREET NE,401948.13,141282.02,38.93942508,-76.97752916,WASHINGTON,DC,20018,54038,5,,,{F7949DCB-991E-6C39-E053-782F520A7B74},,,,
-77.0026259620814,38.9150108787189,10743147,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 16:46:25+00,2023/04/04 13:21:05+00,2023/04/11 16:46:25+00,2023/03/23 16:46:25+00,,,,Closed,,23-00140050,Standard,226 SEATON PLACE NE,399772.46,138570.77,38.91500342,-77.00262368,WASHINGTON,DC,20002,49356,5,,,{F7953EB8-7503-798F-E053-782F520A4BC6},,,,
-76.9874566389335,38.8401634431458,10743148,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 16:46:39+00,2023/03/30 14:12:05+00,2023/04/11 16:46:39+00,2023/03/23 16:46:39+00,,,,Closed,,23-00140051,Standard,1320 MISSISSIPPI AVENUE SE,401089.17,130262.21,38.84015567,-76.98745436,WASHINGTON,DC,20032,290141,8,,,{F7953EB8-7504-798F-E053-782F520A4BC6},,,,
-76.9915357800359,38.8802804760214,10743166,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 17:15:03+00,2023/04/10 13:34:40+00,2023/04/11 17:15:03+00,2023/03/23 17:15:03+00,,,,Closed,,23-00140134,Standard,600 - 799 BLOCK OF 11TH STREET SE,400734.62031863,134715.44998544,38.88027269,-76.9915335,WASHINGTON,DC,20003,808683,6,,,{F795AA03-6AE3-5FA7-E053-782F520AE6A3},,,,
-76.9882514068905,38.8402293776162,10743168,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 17:15:19+00,,2023/04/11 17:15:19+00,2023/03/23 17:15:19+00,,,,Open,,23-00140136,Standard,3520 13TH STREET SE,401020.17,130269.52,38.84022194,-76.98824913,WASHINGTON,DC,20032,146710,8,,,{F795AA03-6AE5-5FA7-E053-782F520AE6A3},,,,
-76.9869850748908,38.8666800728603,10743207,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 17:40:39+00,2023/03/25 11:19:30+00,2023/04/11 17:40:39+00,2023/03/23 17:40:39+00,,,,Closed,,23-00140214,Standard,1916 13TH STREET SE,401129.69,133205.75,38.86667263,-76.9869828,WASHINGTON,DC,20020,54042,8,,,{F795DFA6-C893-7B1F-E053-782F520A06DE},,,,
-77.0199145928402,38.9569923951,10743209,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 17:42:29+00,2023/04/03 15:09:06+00,2023/04/11 17:42:29+00,2023/03/23 17:42:29+00,,,,Closed,,23-00140217,Standard,5500  - 5599 BLOCK OF 5TH STREET NW,398274.11,143231.27000701,38.9569846,-77.0199123,WASHINGTON,DC,20011,802987,4,,,{F795DFA6-C895-7B1F-E053-782F520A06DE},,,,
-76.9357949331735,38.8790208779562,10743212,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 17:44:35+00,2023/03/28 14:36:06+00,2023/04/11 17:44:35+00,2023/03/23 17:44:35+00,,,,Closed,,23-00140223,Standard,725 46TH STREET SE,405571.23,134577.55,38.87901343,-76.93579267,WASHINGTON,DC,20019,77971,7,,,{F7961547-5E2B-33A1-E053-782F520A3BD2},,,,
-76.984887790673,38.8814550397918,10743296,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 16:34:33+00,2023/03/29 16:00:06+00,2023/04/11 16:34:33+00,2023/03/23 16:34:33+00,,,,Closed,,23-00140007,Standard,1416 G STREET SE,401311.43,134845.91,38.88144759,-76.98488551,WASHINGTON,DC,20003,64395,6,,,{F795090F-EB57-7312-E053-792F520A26D1},,,,
-76.9786176786938,38.898572137615,10743297,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 16:35:03+00,2023/03/29 16:57:07+00,2023/04/11 16:35:03+00,2023/03/23 16:35:03+00,,,,Closed (Duplicate),,23-00140009,Standard,1700 - 1799 BLOCK OF GALES PLACE NE,401855.02,136746.15000701,38.89856435,-76.9786154,WASHINGTON,DC,20002,803883,7,,,{F795090F-EB58-7312-E053-792F520A26D1},,,,
-76.987901475504,38.8415773664733,10743327,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 17:08:37+00,,2023/04/11 17:08:37+00,2023/03/23 17:08:37+00,,,,Open,,23-00140112,Standard,3408 13TH STREET SE,401050.53,130419.16,38.84156992,-76.9878992,WASHINGTON,DC,20032,146700,8,,,{F7957461-8103-6DA4-E053-792F520AAD7C},,,,
-76.9882305834601,38.8407757381026,10743334,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 17:12:51+00,,2023/04/11 17:12:51+00,2023/03/23 17:12:51+00,,,,Open,,23-00140126,Standard,3432 13TH STREET SE,401021.97,130330.17,38.8407683,-76.98822831,WASHINGTON,DC,20032,146705,8,,,{F7957461-810A-6DA4-E053-792F520AAD7C},,,,
-77.0289355051896,38.9570898715671,10743418,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 19:51:36+00,2023/03/30 19:00:13+00,2023/04/11 19:51:36+00,2023/03/23 19:51:36+00,,,,Closed,,23-00140626,Standard,1218 LONGFELLOW STREET NW,397492.23,143242.3,38.95708241,-77.02893321,WASHINGTON,DC,20011,253094,4,,,{F797C277-4F8B-58D8-E053-792F520A905E},,,,
-76.9379922565285,38.8989110367587,10743468,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 21:11:09+00,2023/03/28 19:09:05+00,2023/04/11 21:11:09+00,2023/03/23 21:11:09+00,,,,Closed,,23-00140853,Standard,4423 GAULT PLACE NE,405379.07,136785.38,38.89890358,-76.93798999,WASHINGTON,DC,20019,288213,7,,,{F798CEAB-1370-3AF0-E053-792F520AA36B},,,,
-76.9379922565285,38.8989110367587,10743471,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 21:13:20+00,2023/03/28 19:09:05+00,2023/04/11 21:13:20+00,2023/03/23 21:13:20+00,,,,Closed (Duplicate),,23-00140857,Standard,4423 GAULT PLACE NE,405379.07,136785.38,38.89890358,-76.93798999,WASHINGTON,DC,20019,288213,7,,,{F798CEAB-1373-3AF0-E053-792F520AA36B},,,,
-76.9379922565285,38.8989110367587,10743476,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 21:48:44+00,2023/03/28 19:09:05+00,2023/04/11 21:48:44+00,2023/03/23 21:48:44+00,,,,Closed (Duplicate),,23-00140925,Standard,4423 GAULT PLACE NE,405379.07,136785.38,38.89890358,-76.93798999,WASHINGTON,DC,20019,288213,7,,,{F7996FA6-CA0F-67C7-E053-792F520A0B56},,,,
-76.9716686813287,38.9199026018365,10743505,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 22:09:15+00,2023/04/06 14:18:27+00,2023/04/11 22:09:15+00,2023/03/23 22:09:15+00,,,,Closed,,23-00140960,Standard,2122 24TH PLACE NE,402457.08,139114.17,38.91989514,-76.97166641,WASHINGTON,DC,20018,51384,5,,,{F799A53A-92B6-074F-E053-792F520A1648},,,,
-76.9546773639868,38.8605832130679,10743579,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/24 00:13:32+00,2023/04/06 15:18:06+00,2023/04/12 00:13:32+00,2023/03/24 00:13:32+00,,,,Closed,,23-00141080,Standard,3600 - 3709 BLOCK OF BANGOR STREET SE,403933.83,132529.850007,38.86057543,-76.9546751,WASHINGTON,DC,20020,809802,7,,,{F79B526A-F6E7-60A2-E053-792F520A5CF5},,,,
-76.9917847492028,38.8820313645232,10743711,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 21:21:00+00,2023/03/29 16:06:05+00,2023/04/11 21:21:00+00,2023/03/23 21:21:00+00,,,,Closed,,23-00140872,Standard,523 11TH STREET SE,400713,134909.81,38.88202358,-76.99178247,WASHINGTON,DC,20003,148442,6,,,{F7990450-6BBA-0FBB-E053-782F520A5223},,,,
-76.9854354108287,38.8405117454778,10743741,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 21:39:12+00,2023/03/28 12:49:51+00,2023/04/11 21:39:12+00,2023/03/23 21:39:12+00,,,,Canceled,,23-00140910,Standard,1300 - 1500 BLOCK OF MISSISSIPPI AVENUE SE,401264.63999999,130300.900007,38.84050397,-76.98543314,WASHINGTON,DC,20032,813941,8,,,{F79939F5-242C-2146-E053-782F520AB6AA},,,,
-77.0483612073503,38.9135843383982,10743746,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/23 21:43:00+00,2023/03/28 15:21:14+00,2023/04/11 21:43:00+00,2023/03/23 21:43:00+00,,,,Closed,,23-00140916,Standard,2145 DECATUR PLACE NW,395805.96,138413.52,38.91357655,-77.04835891,WASHINGTON,DC,20008,276408,2,,,{F79939F5-2431-2146-E053-782F520AB6AA},,,,
-77.028976201273,38.9575810821087,10744259,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/24 11:40:17+00,2023/03/30 18:24:05+00,2023/04/12 11:40:17+00,2023/03/24 11:40:17+00,,,,Closed,,23-00141297,Standard,5601 13TH STREET NW,397488.72,143296.83,38.95757362,-77.02897391,WASHINGTON,DC,20011,253108,4,,,{F7A4F608-4217-7856-E053-792F520AC256},,,,
-76.9456235975627,38.8687861058765,10744900,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/24 12:34:53+00,,2023/04/12 12:34:53+00,2023/03/24 12:34:53+00,,,,Open,,23-00141387,Standard,1501 FORT DAVIS PLACE SE,404719.08,133440.86,38.86877866,-76.94562133,WASHINGTON,DC,20020,62599,7,,,{F7A5CC9C-E040-48D3-E053-782F520A53C6},,,,
-76.9393567873069,38.8788890070401,10744924,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/24 13:34:13+00,2023/03/28 16:42:17+00,2023/04/12 13:34:13+00,2023/03/24 13:34:13+00,,,,Closed,,23-00141551,Standard,4350 H STREET SE,405262.18,134562.7,38.87888156,-76.93935452,WASHINGTON,DC,20019,22866,7,,,{F7A6A32F-9E01-2746-E053-782F520AA3EE},,,,
-76.9343783510489,38.9106759559679,10744982,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/24 14:49:31+00,2023/04/12 18:24:05+00,2023/04/12 14:49:31+00,2023/03/24 14:49:31+00,,,,Closed,,23-00141783,Standard,4600 - 4699 BLOCK OF QUARLES STREET NE,405691.61999999,138091.600007,38.91066816,-76.93437609,WASHINGTON,DC,20019,807695,7,,,{F7A7AF71-EB94-57F1-E053-782F520A9231},,,,
-77.0073492936105,38.9668856451242,10745084,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/24 17:04:57+00,2023/03/29 16:21:05+00,2023/04/12 17:04:56+00,2023/03/24 17:04:57+00,,,,Closed,,23-00142151,Standard,6300  - 6399 BLOCK OF KANSAS AVENUE NE,399363.28999999,144329.35000699,38.96687784,-77.007347,WASHINGTON,DC,20011,812438,4,,,{F7A99241-3673-4424-E053-782F520AF9AF},,,,
-76.9333398909324,38.9101395517365,10745573,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2023/03/24 14:28:02+00,2023/04/12 18:03:05+00,2023/04/12 14:28:02+00,2023/03/24 14:28:02+00,,,,Closed,,23-00141700,Standard,4716 QUARLES STREET NE,405781.73,138032.12,38.91013209,-76.93333763,WASHINGTON,DC,20019,148947,7,,,{F7A74427-CE36-5028-E053-792F520A04D8},,,,
